StockCode,week,units,revenue,avg_price,n_invoices
16016,29/11/2010,20,17,0.85,2
16016,06/12/2010,4,3.4,0.85,2
16033,07/12/2009,120,14.4,0.12,1
16033,14/12/2009,120,14.4,0.12,1
16033,04/01/2010,1560,144,0.092307692,2
16033,11/01/2010,120,14.4,0.12,1
16033,25/01/2010,120,14.4,0.12,1
16033,15/02/2010,1800,162,0.09,1
16033,22/02/2010,120,14.4,0.12,1
16033,22/03/2010,120,14.4,0.12,1
16033,12/04/2010,1560,144,0.092307692,2
16033,19/04/2010,1440,129.6,0.09,1
16033,10/05/2010,2880,259.2,0.09,2
16033,17/05/2010,240,28.8,0.12,2
16033,24/05/2010,360,43.2,0.12,3
16033,07/06/2010,480,57.6,0.12,3
16033,14/06/2010,120,14.4,0.12,1
16033,28/06/2010,120,14.4,0.12,1
16033,05/07/2010,120,14.4,0.12,1
16033,12/07/2010,120,14.4,0.12,1
16033,19/07/2010,1,0.12,0.12,1
16033,02/08/2010,720,86.4,0.12,3
16033,16/08/2010,120,14.4,0.12,1
16033,30/08/2010,120,14.4,0.12,1
16033,06/09/2010,120,14.4,0.12,1
16033,13/09/2010,120,14.4,0.12,1
16033,20/09/2010,120,14.4,0.12,1
16033,27/09/2010,120,14.4,0.12,1
16033,04/10/2010,120,14.4,0.12,1
16033,11/10/2010,360,43.2,0.12,2
16033,18/10/2010,120,14.4,0.12,1
16033,01/11/2010,240,28.8,0.12,2
16033,08/11/2010,120,14.4,0.12,1
16033,15/11/2010,360,43.2,0.12,3
16043,14/12/2009,24,10.08,0.42,1
16043,01/03/2010,24,10.08,0.42,1
16043,15/03/2010,3,1.26,0.42,1
16043,29/03/2010,24,10.08,0.42,1
16043,07/06/2010,26,10.92,0.42,2
16043,14/06/2010,24,10.08,0.42,1
16043,19/07/2010,1,0.42,0.42,1
16043,09/08/2010,960,57.6,0.06,1
16043,27/09/2010,960,57.6,0.06,1
16043,25/10/2010,1,0.42,0.42,1
16044,04/01/2010,1,0.42,0.42,1
16044,18/01/2010,6144,368.64,0.06,1
16044,15/02/2010,48,20.16,0.42,1
16045,04/01/2010,2,0.24,0.12,1
16045,01/03/2010,100,12,0.12,1
16045,15/03/2010,10,1.2,0.12,1
16045,24/05/2010,100,12,0.12,1
16045,13/09/2010,100,12,0.12,1
16045,15/11/2010,100,12,0.12,1
16046,30/11/2009,97,19.09,0.196804124,2
16046,07/12/2009,75,127.5,1.7,2
16046,14/12/2009,3,5.1,1.7,1
16046,21/12/2009,3,3.4,1.133333333,2
16046,04/01/2010,96,18.24,0.19,1
16046,11/01/2010,1,0.85,0.85,1
16046,18/01/2010,37,32.26,0.871891892,2
16046,25/01/2010,2,1.7,0.85,1
16046,01/02/2010,96,18.24,0.19,1
16046,22/02/2010,8,13.28,1.66,1
16046,01/03/2010,2,2.51,1.255,2
16046,12/04/2010,96,18.24,0.19,1
16046,19/04/2010,5,8.3,1.66,2
16046,26/04/2010,8,13.28,1.66,1
16046,03/05/2010,4,3.4,0.85,2
16046,21/06/2010,1,1.66,1.66,1
16046,28/06/2010,12,10.2,0.85,1
16046,05/07/2010,3,2.55,0.85,1
16046,26/07/2010,1,0.85,0.85,1
16046,09/08/2010,4608,368.64,0.08,1
16046,30/08/2010,16,14.41,0.900625,3
16046,27/09/2010,4608,368.64,0.08,1
16046,04/10/2010,2,3.32,1.66,1
16046,11/10/2010,10,8.5,0.85,1
16046,18/10/2010,10,8.5,0.85,5
16046,25/10/2010,109,29.29,0.268715596,3
16046,01/11/2010,2,1.7,0.85,2
16046,08/11/2010,71,60.35,0.85,1
16046,22/11/2010,6,5.1,0.85,1
16046,29/11/2010,1,0.85,0.85,1
16047,30/11/2009,1,0.85,0.85,1
16047,07/12/2009,12,10.2,0.85,1
16047,14/12/2009,3,3.4,1.133333333,2
16047,18/01/2010,25,22.06,0.8824,2
16047,08/02/2010,6,9.96,1.66,1
16047,15/02/2010,4,6.64,1.66,1
16047,22/02/2010,8,13.28,1.66,1
16047,08/03/2010,5,4.25,0.85,1
16047,22/03/2010,2,3.32,1.66,1
16047,29/03/2010,4,3.4,0.85,1
16047,26/04/2010,1,0.85,0.85,1
16047,03/05/2010,27,22.95,0.85,3
16047,12/07/2010,1,0.85,0.85,1
16047,26/07/2010,1,0.85,0.85,1
16047,09/08/2010,5184,414.72,0.08,1
16047,16/08/2010,12,10.2,0.85,1
16047,06/09/2010,2,1.7,0.85,1
16047,20/09/2010,7,5.95,0.85,1
16047,27/09/2010,5184,414.72,0.08,1
16047,04/10/2010,43,36.55,0.85,5
16047,11/10/2010,81,68.85,0.85,2
16047,18/10/2010,1,0.85,0.85,1
16048,07/12/2009,27,12.16,0.45037037,3
16048,14/12/2009,29,13.41,0.462413793,4
16048,04/01/2010,504,67.68,0.134285714,2
16048,18/01/2010,96,11.52,0.12,1
16048,22/02/2010,24,10.08,0.42,1
16048,01/03/2010,121,22.41,0.185206612,3
16048,22/03/2010,1,0.81,0.81,1
16048,29/03/2010,2,1.62,0.81,1
16048,05/04/2010,1,0.42,0.42,1
16048,12/04/2010,96,11.52,0.12,1
16048,19/04/2010,5,4.05,0.81,2
16048,17/05/2010,1,0.81,0.81,1
16048,24/05/2010,120,21.6,0.18,2
16048,31/05/2010,1,0.81,0.81,1
16048,07/06/2010,1,0.81,0.81,1
16048,28/06/2010,24,10.08,0.42,1
16048,05/07/2010,4,1.68,0.42,1
16048,12/07/2010,1,0.42,0.42,1
16048,02/08/2010,24,10.08,0.42,1
16048,16/08/2010,24,10.08,0.42,1
16048,30/08/2010,1,0.85,0.85,1
16048,27/09/2010,792,102.24,0.129090909,2
16048,18/10/2010,3,2.55,0.85,1
16048,15/11/2010,97,12.37,0.127525773,2
16048,22/11/2010,2,1.7,0.85,2
16049,30/11/2009,432,51.84,0.12,1
16049,07/12/2009,151,20.22,0.133907285,2
16049,14/12/2009,1,0.83,0.83,1
16049,21/12/2009,3,2.49,0.83,1
16049,04/01/2010,720,86.4,0.12,1
16049,18/01/2010,144,17.28,0.12,1
16049,01/02/2010,144,17.28,0.12,1
16049,22/02/2010,36,15.12,0.42,1
16049,01/03/2010,361,65.61,0.181745152,5
16049,15/03/2010,36,15.12,0.42,1
16049,29/03/2010,37,15.93,0.430540541,2
16049,19/04/2010,156,27,0.173076923,3
16049,24/05/2010,180,32.4,0.18,2
16049,28/06/2010,72,30.24,0.42,1
16049,19/07/2010,48,20.16,0.42,1
16049,06/09/2010,36,15.12,0.42,1
16049,01/11/2010,108,45.36,0.42,2
16050,15/02/2010,19,10.45,0.55,1
16050,01/03/2010,50,12.5,0.25,1
16050,08/03/2010,50,12.5,0.25,1
16050,15/03/2010,4,2.2,0.55,1
16050,05/04/2010,1,0.25,0.25,1
16050,12/04/2010,21,5.25,0.25,1
16050,19/04/2010,6,3.3,0.55,2
16051,07/12/2009,36,15.12,0.42,1
16051,14/12/2009,3,2.49,0.83,1
16051,18/01/2010,866,51.96,0.06,1
16051,07/06/2010,36,15.12,0.42,1
16052,14/12/2009,3,2.58,0.86,2
16052,21/12/2009,3,2.58,0.86,1
16052,01/02/2010,25,10.92,0.4368,2
16052,08/02/2010,1,0.42,0.42,1
16052,15/02/2010,17,14.28,0.84,1
16052,01/03/2010,30,12.6,0.42,1
16052,10/05/2010,1,0.84,0.84,1
16052,07/06/2010,48,20.16,0.42,2
16052,14/06/2010,48,20.16,0.42,2
16052,21/06/2010,24,10.08,0.42,1
16052,19/07/2010,24,10.08,0.42,1
16052,09/08/2010,24,10.08,0.42,1
16052,23/08/2010,24,10.08,0.42,1
16052,06/09/2010,24,10.08,0.42,1
16052,13/09/2010,24,10.08,0.42,1
16052,01/11/2010,24,10.08,0.42,1
16052,08/11/2010,1,0.84,0.84,1
16052,15/11/2010,24,10.08,0.42,1
16052,06/12/2010,2,1.68,0.84,1
16053,04/01/2010,5,1.05,0.21,1
16053,01/02/2010,50,10.5,0.21,1
16053,01/03/2010,50,10.5,0.21,1
16053,15/03/2010,10,2.1,0.21,1
16053,19/04/2010,50,10.5,0.21,1
16053,07/06/2010,50,10.5,0.21,1
16053,09/08/2010,2000,60,0.03,1
16053,27/09/2010,2000,60,0.03,1
16053,01/11/2010,48,10.08,0.21,1
16053,15/11/2010,50,10.5,0.21,1
16054,04/01/2010,2,0.84,0.42,1
16054,01/03/2010,1,0.42,0.42,1
16054,15/03/2010,3,1.26,0.42,1
16054,26/07/2010,36,15.12,0.42,1
16054,23/08/2010,1,0.42,0.42,1
16054,04/10/2010,1,0.42,0.42,1
16119,07/12/2009,2,2.5,1.25,1
16119,14/12/2009,173,90.97,0.52583815,6
16119,21/12/2009,98,37.24,0.38,1
16192,14/12/2009,3,12.9,4.3,1
16212,30/11/2009,19,12.35,0.65,2
16212,07/12/2009,37,31.18,0.842702703,2
16212,14/12/2009,3,9.08,3.026666667,2
16212,01/02/2010,36,23.4,0.65,1
16212,08/02/2010,4,16.54,4.135,2
16212,15/02/2010,1,7.62,7.62,1
16212,22/02/2010,2,1.3,0.65,1
16212,01/03/2010,1,7.62,7.62,1
16212,15/03/2010,1,7.62,7.62,1
16212,22/03/2010,36,23.4,0.65,1
16212,05/04/2010,3,1.95,0.65,1
16212,12/04/2010,36,23.4,0.65,1
16212,19/04/2010,13,8.45,0.65,2
16212,03/05/2010,36,23.4,0.65,1
16212,10/05/2010,3,1.95,0.65,1
16212,17/05/2010,36,23.4,0.65,1
16212,24/05/2010,1,0.65,0.65,1
16212,21/06/2010,6,3.9,0.65,1
16212,12/07/2010,11,7.15,0.65,1
16212,02/08/2010,20,13,0.65,1
16212,16/08/2010,1,0.65,0.65,1
16212,13/09/2010,15,9.75,0.65,3
16212,20/09/2010,14,9.1,0.65,2
16212,04/10/2010,16,10.4,0.65,1
16212,11/10/2010,11,7.15,0.65,2
16212,25/10/2010,12,7.8,0.65,2
16212,08/11/2010,1,0.65,0.65,1
16215,30/11/2009,8,5.2,0.65,3
16216,30/11/2009,10,1.6,0.16,1
16216,14/12/2009,2,2.6,1.3,2
16216,25/01/2010,20,3.2,0.16,2
16216,01/02/2010,20,3.2,0.16,1
16216,01/03/2010,88,14.08,0.16,4
16216,08/03/2010,10,1.6,0.16,1
16216,15/03/2010,1,1.28,1.28,1
16216,29/03/2010,80,12.8,0.16,1
16216,26/04/2010,80,12.8,0.16,1
16216,17/05/2010,80,12.8,0.16,1
16216,31/05/2010,1,1.28,1.28,1
16216,14/06/2010,10,1.6,0.16,1
16216,21/06/2010,20,3.2,0.16,2
16216,05/07/2010,20,3.2,0.16,2
16216,12/07/2010,81,12.96,0.16,2
16216,02/08/2010,2,0.32,0.16,1
16216,16/08/2010,20,3.2,0.16,1
16216,23/08/2010,1,1.28,1.28,1
16216,13/09/2010,3,0.48,0.16,1
16216,20/09/2010,25,4,0.16,1
16216,11/10/2010,50,8,0.16,3
16216,18/10/2010,5,0.8,0.16,1
16216,25/10/2010,20,3.2,0.16,1
16216,01/11/2010,5,0.8,0.16,1
16216,08/11/2010,50,8,0.16,3
16216,15/11/2010,94,15.04,0.16,3
16216,22/11/2010,22,3.52,0.16,2
16216,29/11/2010,5,0.8,0.16,1
16218,07/12/2009,1,2.17,2.17,1
16218,14/12/2009,1,2.17,2.17,1
16218,25/01/2010,9,3.41,0.378888889,2
16218,08/02/2010,2,4.26,2.13,1
16218,22/02/2010,20,3.2,0.16,1
16218,01/03/2010,3,2.45,0.816666667,2
16218,08/03/2010,10,1.6,0.16,1
16218,29/03/2010,4,8.52,2.13,1
16218,24/05/2010,1,2.13,2.13,1
16218,07/06/2010,45,7.2,0.16,3
16218,21/06/2010,5,0.8,0.16,1
16218,28/06/2010,84,21.32,0.253809524,3
16218,05/07/2010,1,2.13,2.13,1
16218,12/07/2010,82,13.12,0.16,2
16218,09/08/2010,100,16,0.16,2
16218,16/08/2010,2,0.32,0.16,1
16218,23/08/2010,80,12.8,0.16,1
16218,13/09/2010,80,12.8,0.16,1
16218,11/10/2010,80,12.8,0.16,1
16218,15/11/2010,172,31.46,0.182906977,4
16218,22/11/2010,26,4.16,0.16,3
16218,29/11/2010,1,2.13,2.13,1
16218,06/12/2010,2,4.26,2.13,2
16219,30/11/2009,4,0.84,0.21,1
16219,07/12/2009,1,1.74,1.74,1
16219,14/12/2009,2,3.48,1.74,2
16219,18/01/2010,12,2.52,0.21,1
16219,08/02/2010,1,1.7,1.7,1
16219,15/02/2010,24,5.04,0.21,1
16219,01/03/2010,24,5.04,0.21,1
16219,03/05/2010,36,7.56,0.21,2
16219,17/05/2010,23,4.83,0.21,1
16219,14/06/2010,22,19.52,0.887272727,2
16219,21/06/2010,12,2.52,0.21,1
16219,28/06/2010,12,2.52,0.21,1
16219,09/08/2010,12,2.52,0.21,1
16219,16/08/2010,12,2.52,0.21,1
16219,23/08/2010,12,2.52,0.21,1
16219,30/08/2010,1,1.7,1.7,1
16219,06/09/2010,12,2.52,0.21,1
16219,20/09/2010,12,2.52,0.21,1
16219,04/10/2010,36,7.56,0.21,2
16219,11/10/2010,1,1.7,1.7,1
16219,01/11/2010,1,1.7,1.7,1
16219,08/11/2010,12,2.52,0.21,1
16219,15/11/2010,24,5.04,0.21,1
16219,22/11/2010,1,1.7,1.7,1
16219,06/12/2010,1,1.7,1.7,1
16225,30/11/2009,20,33.72,1.686,5
16225,07/12/2009,50,22.92,0.4584,3
16225,14/12/2009,354,161.08,0.455028249,7
16225,11/01/2010,25,32.1,1.284,7
16225,18/01/2010,4,5.12,1.28,4
16225,25/01/2010,1,3.36,3.36,1
16225,15/02/2010,1,1.25,1.25,1
16225,22/02/2010,12,15,1.25,1
16225,01/03/2010,12,15,1.25,1
16225,08/03/2010,14,17.5,1.25,2
16225,29/03/2010,1,1.25,1.25,1
16225,05/04/2010,1,1.25,1.25,1
16225,03/05/2010,24,30,1.25,1
16225,24/05/2010,3,5.86,1.953333333,2
16225,31/05/2010,1,1.25,1.25,1
16225,07/06/2010,4,5,1.25,1
16225,14/06/2010,12,15,1.25,1
16225,26/07/2010,3,3.75,1.25,2
16225,16/08/2010,48,50.88,1.06,1
16225,23/08/2010,14,17.5,1.25,1
16225,30/08/2010,2,2.5,1.25,1
16225,06/09/2010,5,8.36,1.672,2
16225,13/09/2010,2,2.5,1.25,1
16225,20/09/2010,17,21.25,1.25,2
16225,04/10/2010,25,33.36,1.3344,2
16225,18/10/2010,3,5.86,1.953333333,3
16225,08/11/2010,21,28.36,1.35047619,4
16225,15/11/2010,4,9.22,2.305,2
16225,22/11/2010,24,30,1.25,1
16225,29/11/2010,2,6.72,3.36,2
16225,06/12/2010,6,20.16,3.36,4
16235,30/11/2009,74,16.64,0.224864865,6
16235,07/12/2009,73,15.99,0.219041096,5
16235,14/12/2009,22,6.82,0.31,5
16235,21/12/2009,2,0.86,0.43,1
16235,11/01/2010,1,0.43,0.43,1
16235,18/01/2010,138,30.3,0.219565217,4
16235,25/01/2010,18,4.78,0.265555556,3
16235,01/02/2010,114,24.82,0.217719298,4
16235,08/02/2010,12,2.52,0.21,1
16235,15/02/2010,179,50.57,0.282513966,4
16235,22/02/2010,123,26.49,0.215365854,3
16235,01/03/2010,11,3.41,0.31,2
16235,08/03/2010,15,3.81,0.254,3
16235,15/03/2010,110,24.2,0.22,8
16235,22/03/2010,34,11.54,0.339411765,7
16235,29/03/2010,145,44.53,0.307103448,8
16235,19/04/2010,123,23.49,0.19097561,4
16235,26/04/2010,22,4.62,0.21,2
16235,10/05/2010,151,31.93,0.211456954,4
16235,17/05/2010,95,19.95,0.21,3
16235,24/05/2010,151,31.93,0.211456954,4
16235,31/05/2010,1,0.43,0.43,1
16235,07/06/2010,87,18.27,0.21,6
16235,14/06/2010,49,10.29,0.21,2
16235,21/06/2010,66,15.18,0.23,2
16235,28/06/2010,25,5.25,0.21,1
16235,05/07/2010,28,11.16,0.398571429,4
16235,12/07/2010,3,1.29,0.43,2
16235,26/07/2010,13,2.73,0.21,1
16235,09/08/2010,20,4.2,0.21,1
16235,16/08/2010,12,4.72,0.393333333,2
16235,23/08/2010,2,0.86,0.43,1
16235,30/08/2010,4,0.84,0.21,1
16235,06/09/2010,20,4.2,0.21,1
16235,20/09/2010,80,16.8,0.21,2
16235,27/09/2010,16,3.36,0.21,1
16235,04/10/2010,61,13.03,0.213606557,2
16235,11/10/2010,45,9.45,0.21,3
16235,18/10/2010,2,0.86,0.43,1
16235,25/10/2010,1,0.43,0.43,1
16235,01/11/2010,233,52.23,0.22416309,6
16235,08/11/2010,40,9.5,0.2375,4
16235,15/11/2010,190,41.88,0.220421053,5
16235,22/11/2010,83,18.31,0.22060241,8
16235,29/11/2010,125,26.47,0.21176,5
16235,06/12/2010,20,7.94,0.397,6
16236,30/11/2009,6,2.58,0.43,4
16236,07/12/2009,9,3.43,0.381111111,6
16236,14/12/2009,93,21.29,0.228924731,8
16236,21/12/2009,2,0.86,0.43,2
16236,11/01/2010,2,0.86,0.43,2
16236,18/01/2010,2,0.86,0.43,1
16236,25/01/2010,2,0.64,0.32,2
16236,01/02/2010,3,1.29,0.43,1
16236,08/02/2010,3,1.29,0.43,1
16236,15/02/2010,52,11.14,0.214230769,2
16236,22/02/2010,28,5.88,0.21,1
16236,01/03/2010,64,13.44,0.21,3
16236,08/03/2010,3,0.63,0.21,1
16236,15/03/2010,1,0.43,0.43,1
16236,29/03/2010,28,5.88,0.21,1
16236,05/04/2010,28,5.88,0.21,1
16236,12/04/2010,28,5.88,0.21,1
16236,26/04/2010,56,11.76,0.21,2
16236,03/05/2010,56,11.76,0.21,1
16236,10/05/2010,29,6.31,0.217586207,2
16236,17/05/2010,28,5.88,0.21,1
16236,24/05/2010,28,5.88,0.21,1
16236,31/05/2010,3,1.29,0.43,1
16236,14/06/2010,31,6.51,0.21,2
16236,21/06/2010,4,1.06,0.265,2
16236,28/06/2010,28,5.88,0.21,1
16236,05/07/2010,7,1.69,0.241428571,3
16236,12/07/2010,4,1.06,0.265,2
16236,19/07/2010,7,3.01,0.43,2
16236,26/07/2010,1,0.21,0.21,1
16236,02/08/2010,31,6.51,0.21,2
16236,09/08/2010,2,0.42,0.21,1
16236,16/08/2010,10,2.32,0.232,3
16236,23/08/2010,56,11.76,0.21,2
16236,30/08/2010,2,0.64,0.32,2
16236,13/09/2010,2,0.42,0.21,1
16236,20/09/2010,9,2.11,0.234444444,2
16236,27/09/2010,46,9.88,0.214782609,4
16236,04/10/2010,33,7.15,0.216666667,3
16236,11/10/2010,106,23.14,0.218301887,7
16236,18/10/2010,47,10.53,0.224042553,6
16236,25/10/2010,10,2.98,0.298,3
16236,01/11/2010,4,0.84,0.21,1
16236,08/11/2010,72,16,0.222222222,9
16236,15/11/2010,103,22.51,0.218543689,8
16236,22/11/2010,44,11,0.25,10
16236,29/11/2010,3,1.29,0.43,3
16236,06/12/2010,12,5.16,0.43,4
16237,30/11/2009,392,84.74,0.216173469,14
16237,07/12/2009,171,40.53,0.237017544,9
16237,14/12/2009,257,57.71,0.224552529,13
16237,21/12/2009,2,0.86,0.43,1
16237,04/01/2010,30,6.3,0.21,1
16237,11/01/2010,3,1.07,0.356666667,3
16237,18/01/2010,116,26.12,0.225172414,9
16237,25/01/2010,33,7.59,0.23,4
16237,01/02/2010,8,1.68,0.21,1
16237,08/02/2010,4,1.72,0.43,1
16237,15/02/2010,61,13.03,0.213606557,3
16237,22/02/2010,69,16.47,0.238695652,5
16237,01/03/2010,32,6.94,0.216875,3
16237,08/03/2010,5,1.49,0.298,2
16237,15/03/2010,126,27.56,0.218730159,7
16237,22/03/2010,3,0.85,0.283333333,2
16237,29/03/2010,32,7.16,0.22375,2
16237,05/04/2010,189,39.91,0.211164021,4
16237,12/04/2010,60,12.6,0.21,2
16237,19/04/2010,85,22.47,0.264352941,7
16237,26/04/2010,126,26.46,0.21,3
16237,03/05/2010,60,12.6,0.21,2
16237,10/05/2010,191,40.33,0.211151832,6
16237,17/05/2010,63,13.45,0.213492063,4
16237,24/05/2010,61,13.03,0.213606557,3
16237,31/05/2010,41,11.03,0.26902439,3
16237,07/06/2010,60,12.6,0.21,2
16237,14/06/2010,67,14.51,0.216567164,5
16237,21/06/2010,34,8.02,0.235882353,4
16237,28/06/2010,159,35.37,0.22245283,5
16237,05/07/2010,165,35.97,0.218,6
16237,12/07/2010,127,27.33,0.21519685,6
16237,19/07/2010,42,10.14,0.241428571,3
16237,26/07/2010,32,6.94,0.216875,3
16237,02/08/2010,247,52.09,0.210890688,8
16237,09/08/2010,182,38.66,0.212417582,3
16237,16/08/2010,63,13.89,0.22047619,3
16237,23/08/2010,30,6.3,0.21,1
16237,30/08/2010,35,8.45,0.241428571,4
16237,06/09/2010,33,7.15,0.216666667,3
16237,13/09/2010,47,10.31,0.219361702,7
16237,20/09/2010,91,19.55,0.214835165,5
16237,27/09/2010,52,12.68,0.243846154,7
16237,04/10/2010,278,59.48,0.213956835,11
16237,11/10/2010,114,24.38,0.213859649,7
16237,18/10/2010,194,37.34,0.192474227,8
16237,25/10/2010,116,25.02,0.215689655,10
16237,01/11/2010,285,65.35,0.229298246,15
16237,08/11/2010,178,39.14,0.21988764,10
16237,15/11/2010,387,83.69,0.21625323,20
16237,22/11/2010,114,27.9,0.244736842,17
16237,29/11/2010,505,90.69,0.179584158,13
16237,06/12/2010,87,22.45,0.258045977,8
16238,30/11/2009,60,13.48,0.224666667,4
16238,07/12/2009,11,3.63,0.33,6
16238,14/12/2009,60,13.48,0.224666667,6
16238,11/01/2010,2,0.42,0.21,1
16238,18/01/2010,1,0.43,0.43,1
16238,01/02/2010,2,0.86,0.43,1
16238,08/02/2010,1,0.43,0.43,1
16238,22/02/2010,29,6.31,0.217586207,2
16238,01/03/2010,4,0.84,0.21,1
16238,08/03/2010,31,6.51,0.21,2
16238,15/03/2010,56,11.76,0.21,2
16238,29/03/2010,1,0.43,0.43,1
16238,05/04/2010,3,0.63,0.21,1
16238,12/04/2010,29,6.09,0.21,1
16238,19/04/2010,41,11.47,0.279756098,3
16238,26/04/2010,24,5.04,0.21,1
16238,10/05/2010,22,4.62,0.21,1
16238,17/05/2010,4,1.72,0.43,2
16238,31/05/2010,30,6.74,0.224666667,2
16238,14/06/2010,40,9.06,0.2265,5
16238,21/06/2010,28,5.88,0.21,1
16238,28/06/2010,84,17.64,0.21,2
16238,05/07/2010,8,1.9,0.2375,3
16238,12/07/2010,28,5.88,0.21,1
16238,19/07/2010,6,2.58,0.43,1
16238,16/08/2010,28,5.88,0.21,1
16238,30/08/2010,2,0.86,0.43,2
16238,06/09/2010,31,6.73,0.217096774,2
16238,20/09/2010,28,5.88,0.21,1
16238,27/09/2010,5,1.49,0.298,3
16238,04/10/2010,86,18.5,0.215116279,4
16238,11/10/2010,11,2.97,0.27,4
16238,18/10/2010,63,13.23,0.21,5
16238,25/10/2010,2,0.86,0.43,1
16238,01/11/2010,2,0.86,0.43,1
16238,08/11/2010,44,9.9,0.225,7
16238,15/11/2010,64,14.76,0.230625,6
16238,22/11/2010,76,17.28,0.227368421,12
16238,29/11/2010,67,15.39,0.229701493,6
16238,06/12/2010,13,5.59,0.43,4
16239,30/11/2009,3,7.71,2.57,3
16239,07/12/2009,7,20.27,2.895714286,3
16239,14/12/2009,3,8.85,2.95,2
16239,21/12/2009,2,5.52,2.76,2
16239,18/01/2010,1,2.95,2.95,1
16239,25/01/2010,294,377.26,1.283197279,4
16239,01/02/2010,13,37.91,2.916153846,4
16239,22/02/2010,1,2.95,2.95,1
16239,01/03/2010,23,28.75,1.25,1
16254,11/01/2010,12,20.16,1.68,9
16254,18/01/2010,871,227.62,0.261331803,4
16254,01/02/2010,1,0.85,0.85,1
16254,03/05/2010,2,1.7,0.85,2
16254,12/07/2010,3,2.55,0.85,1
16254,16/08/2010,2,1.7,0.85,1
16254,27/09/2010,1,0.85,0.85,1
16254,18/10/2010,1,0.85,0.85,1
16254,25/10/2010,3,2.55,0.85,1
16254,15/11/2010,5,4.25,0.85,2
16259,07/12/2009,108,22.68,0.21,1
16259,18/01/2010,216,45.36,0.21,1
16259,01/02/2010,24,5.04,0.21,1
16259,22/02/2010,108,22.68,0.21,1
16259,01/03/2010,6,1.26,0.21,1
16259,29/03/2010,216,45.36,0.21,2
16259,05/04/2010,108,22.68,0.21,1
16259,19/04/2010,252,52.92,0.21,2
16259,03/05/2010,108,22.68,0.21,1
16259,10/05/2010,118,24.78,0.21,2
16259,07/06/2010,32,6.72,0.21,2
16259,21/06/2010,7,1.47,0.21,1
16259,16/08/2010,108,22.68,0.21,1
16259,27/09/2010,216,45.36,0.21,2
16259,04/10/2010,216,45.36,0.21,2
16259,11/10/2010,108,22.68,0.21,1
16259,01/11/2010,108,22.68,0.21,1
16259,22/11/2010,34,7.14,0.21,1
17001,30/11/2009,72,20.88,0.29,2
17001,21/12/2009,6,1.74,0.29,2
17001,25/01/2010,7,2.03,0.29,1
17001,01/02/2010,72,15.12,0.21,1
17001,01/03/2010,436,91.88,0.210733945,3
17001,15/03/2010,72,20.88,0.29,2
17001,29/03/2010,36,10.44,0.29,1
17001,05/04/2010,36,10.44,0.29,1
17001,07/06/2010,144,30.24,0.21,1
17001,16/08/2010,36,10.44,0.29,1
17001,04/10/2010,36,10.44,0.29,1
17001,11/10/2010,72,20.88,0.29,2
17001,18/10/2010,36,10.44,0.29,1
17001,08/11/2010,36,10.44,0.29,1
17001,22/11/2010,42,12.18,0.29,2
17003,30/11/2009,183,38.65,0.211202186,4
17003,07/12/2009,192,40.76,0.212291667,8
17003,14/12/2009,425,90.57,0.213105882,8
17003,21/12/2009,1,0.43,0.43,1
17003,04/01/2010,2,0.42,0.21,1
17003,11/01/2010,758,159.18,0.21,3
17003,18/01/2010,51,10.71,0.21,2
17003,25/01/2010,150,31.5,0.21,4
17003,01/02/2010,806,133.26,0.165334988,3
17003,08/02/2010,151,31.71,0.21,2
17003,15/02/2010,829,138.09,0.166574186,4
17003,22/02/2010,109,23.11,0.212018349,4
17003,01/03/2010,184,39.52,0.214782609,4
17003,08/03/2010,21,4.85,0.230952381,3
17003,15/03/2010,792,128.52,0.162272727,3
17003,05/04/2010,61,12.81,0.21,1
17003,19/04/2010,119,25.61,0.215210084,5
17003,26/04/2010,721,115.63,0.16037448,2
17003,03/05/2010,828,137.88,0.166521739,2
17003,10/05/2010,2342,383.82,0.163885568,5
17003,17/05/2010,62,13.9,0.224193548,5
17003,24/05/2010,738,118.98,0.161219512,2
17003,31/05/2010,43,10.57,0.245813953,3
17003,07/06/2010,1289,234.69,0.182071373,12
17003,14/06/2010,309,66.21,0.214271845,8
17003,21/06/2010,987,171.27,0.173525836,5
17003,28/06/2010,758,109.22,0.14408971,3
17003,05/07/2010,194,40.74,0.21,3
17003,12/07/2010,6,2.58,0.43,1
17003,19/07/2010,775,130.49,0.168374194,6
17003,26/07/2010,180,37.8,0.21,2
17003,02/08/2010,216,45.36,0.21,2
17003,09/08/2010,36,7.56,0.21,1
17003,16/08/2010,828,137.88,0.166521739,4
17003,23/08/2010,864,145.44,0.168333333,4
17003,30/08/2010,11210,2135.42,0.190492417,5
17003,06/09/2010,1590,261.9,0.164716981,5
17003,13/09/2010,74,15.54,0.21,3
17003,20/09/2010,922,196.92,0.213579176,6
17003,27/09/2010,149,33.27,0.223288591,6
17003,04/10/2010,5632,1052.56,0.186889205,7
17003,11/10/2010,925,158.91,0.171794595,11
17003,18/10/2010,158,34.5,0.21835443,6
17003,25/10/2010,36,7.56,0.21,1
17003,01/11/2010,6816,1305.3,0.191505282,8
17003,08/11/2010,548,115.08,0.21,10
17003,15/11/2010,1522,265.62,0.174520368,13
17003,22/11/2010,1757,338.17,0.19247012,6
17003,29/11/2010,798,132.24,0.165714286,5
17003,06/12/2010,227,50.09,0.220660793,8
17021,18/01/2010,6,1.8,0.3,1
